episode,reward,revenue,rooms_sold,occupancy_rate,epsilon,average_q
364,60.0101052460376,51000.0,14,0.28,0.16209824418995536,0.4770893829604801
365,-761.9999999999999,15500.0,5,0.1,0.16128775296900558,0.03716
366,-678.9576875241913,9000.0,3,0.06,0.16048131420416054,0.0
367,-536.8959463650258,26500.0,8,0.16,0.15967890763313974,0.38996314583768
368,-868.6000000000003,13500.0,4,0.08,0.15888051309497406,0.303474
369,501.19999999999953,71500.0,23,0.46,0.1580861105294992,0.1943723365314272
370,-145.76344254559245,40500.0,13,0.26,0.1572956799768517,0.18803840000000002
371,-882.3865361003144,6000.0,2,0.04,0.15650920157696743,0.2113941608
372,-100.87076580679468,39500.0,13,0.26,0.1557266555690826,0.3833136096378846
373,-1013.4969091503973,18500.0,6,0.12,0.1549480222912372,0.2763228747677116
374,-919.9999999999995,6000.0,2,0.04,0.15417328217978102,0.005600000000000001
375,-377.8245453163436,22500.0,7,0.14,0.1534024157688821,0.7047269633253112
376,-1217.726581009506,6500.0,2,0.04,0.1526354036900377,0.37865252089790885
377,-757.7827392995001,18000.0,6,0.12,0.1518722266715875,0.22519372803417984
378,-31.199999999999818,40500.0,11,0.22,0.15111286553822956,0.9094209137198294
379,-568.0000000000001,18000.0,6,0.12,0.15035730121053842,0.22265439999999995
380,-672.8000000000002,12000.0,4,0.08,0.14960551470448571,0.3040571204
381,-1404.2000000000012,6500.0,2,0.04,0.14885748713096328,0.2543351153999999
382,-471.255538291609,24000.0,7,0.14,0.14811319969530845,0.9538673909981658
383,-475.80000000000007,18500.0,6,0.12,0.1473726336968319,0.18900000000000003
384,-588.2,25500.0,8,0.16,0.14663577052834775,0.5181430442722611
385,-850.4903361419307,17500.0,5,0.1,0.14590259167570602,0.39610182592678045
386,-609.6000000000001,12000.0,4,0.08,0.1451730787173275,0.10472360000000001
387,-650.4000000000002,22500.0,7,0.14,0.14444721332374086,0.7521559131382354
388,-655.0,15000.0,5,0.1,0.14372497725712216,0.27831880000000003
389,-816.8,6000.0,2,0.04,0.14300635237083656,0.23707576247920004
390,-788.7999999999995,12000.0,4,0.08,0.14229132060898236,0.24693039632000005
391,-713.5008145754043,35000.0,9,0.18,0.14157986400593744,0.6359571915733929
392,-329.36558871515626,37000.0,11,0.22,0.14087196468590776,0.8185859841637977
393,-463.1651903642353,21500.0,7,0.14,0.14016760486247823,0.3850628328380005
394,57.79999999999927,36000.0,11,0.22,0.13946676683816583,0.7071067689896497
395,-1059.92794089995,6000.0,2,0.04,0.138769433003975,0.5255338926299808
396,-307.2000000000002,26000.0,8,0.16,0.13807558583895513,0.27303640000000007
397,-754.8,12000.0,4,0.08,0.13738520790976036,0.0548
398,-40.3330720503339,46000.0,13,0.26,0.13669828187021155,1.1508265656552097
399,-923.0264654259163,12000.0,4,0.08,0.13601479046086049,0.4315717296013255
400,-7.410157649721839,51000.0,15,0.3,0.1353347165085562,1.1218896675358738
401,-412.8151276200754,26000.0,8,0.16,0.1346580429260134,0.3218781559237962
402,-838.739258060385,18500.0,6,0.12,0.13398475271138335,0.43897512120000004
403,-752.5213627051553,33000.0,11,0.22,0.13331482894782642,0.22799240079999997
404,-1133.2927520984892,12000.0,4,0.08,0.13264825480308728,0.23497400080000005
405,-692.2,9000.0,3,0.06,0.13198501352907185,0.20573079999999996
406,-644.3999999999999,14000.0,4,0.08,0.1313250884614265,0.131406110202
407,-147.2909822703931,47500.0,14,0.28,0.13066846301911936,1.2695245711357814
408,-825.7357618116919,16500.0,5,0.1,0.13001512070402377,0.7308429637884453
409,-889.8000000000002,9000.0,3,0.06,0.12936504510050365,0.17222140780000006
410,-514.0262366466538,26000.0,8,0.16,0.12871821987500112,0.36343442240487667
411,-1088.6295394274125,3000.0,1,0.02,0.12807462877562611,0.0
412,-927.0853406880708,27000.0,9,0.18,0.12743425563174798,0.3000204327394803
413,-451.1022761760221,37500.0,12,0.24,0.12679708435358925,0.6441061393163787
414,-361.0832056175976,30000.0,10,0.2,0.1261630989318213,0.6300916020000001
415,-726.0000000000001,6000.0,2,0.04,0.1255322834371622,0.2746904
416,-745.2,15500.0,5,0.1,0.12490462201997637,0.18755960000000002
417,-614.4000000000003,6000.0,2,0.04,0.1242800989098765,0.0
418,-782.8000000000002,6000.0,2,0.04,0.12365869841532712,0.5089776415167209
419,-1714.188365753894,10000.0,3,0.06,0.12304040492325048,0.29207553874022724
420,-183.72131670528006,34000.0,11,0.22,0.12242520289863423,1.5114177437135172
421,-830.0,0.0,0,0.0,0.12181307688414106,0.11395480039999999
422,-751.0,15000.0,5,0.1,0.12120401149972035,0.11479999999999999
423,-68.60427884053536,36000.0,11,0.22,0.12059799144222175,0.24320000000000003
424,-583.4,22000.0,7,0.14,0.11999500148501063,0.7167318127600001
425,-981.2381886338702,9000.0,3,0.06,0.11939502647758558,-0.6586403999999999
426,153.3999999999993,47000.0,13,0.26,0.11879805134519765,1.6694783474528396
427,793.0888669187867,77000.0,24,0.48,0.11820406108847166,0.7300670317892205
428,-278.7999999999998,30000.0,8,0.16,0.1176130407830293,0.402167832
429,-309.9324867103192,33000.0,10,0.2,0.11702497557911415,0.778858543151374
430,-521.5730477315508,18000.0,6,0.12,0.11643985070121858,0.3324148969184504
431,-238.40000000000032,33000.0,10,0.2,0.11585765144771248,0.3428587393184
432,-19.40000000000032,36500.0,12,0.24,0.11527836319047392,0.24173796336120001
433,-234.3999999999993,31000.0,10,0.2,0.11470197137452155,0.5802066674923623
434,13.461415029405657,40000.0,13,0.26,0.11412846151764894,1.2132619265131668
435,-893.4720724639535,6000.0,2,0.04,0.1135578192100607,0.20403813735292228
436,-862.7999999999997,6000.0,2,0.04,0.11299003011401039,0.16273687350037355
437,-790.9999999999999,10000.0,3,0.06,0.11242507996344034,0.5009295115470404
438,-277.19999999999993,26000.0,8,0.16,0.11186295456362313,0.3980657659596
439,-269.53622586612977,30000.0,9,0.18,0.11130363979080501,0.9830210063606672
440,-248.44321252439,39000.0,11,0.22,0.11074712159185099,2.1091045097002437
441,-478.6,28500.0,8,0.16,0.11019338598389174,1.0430957328204382
442,-776.1053515658507,11500.0,3,0.06,0.10964241905397228,0.4306078407999999
443,-480.26783451014126,22500.0,7,0.14,0.10909420695870241,1.3759148622012942
444,-359.0443515900738,33000.0,10,0.2,0.1085487359239089,0.6742615779076965
445,-998.4,3500.0,1,0.02,0.10800599224428936,0.0412
446,-341.405073676336,28500.0,9,0.18,0.10746596228306791,0.10125419999999999
447,-685.0,9000.0,3,0.06,0.10692863247165257,0.2639219608000001
448,-422.3128871569412,28000.0,9,0.18,0.1063939893092943,0.5198563596888864
449,491.399999999999,56500.0,18,0.36,0.10586201936274783,0.2913515199145367
450,-398.2175349159563,25500.0,8,0.16,0.10533270926593409,0.24519788080000002
451,-424.14932360825384,27000.0,8,0.16,0.10480604571960442,0.6397156028
452,-893.5999999999997,12000.0,4,0.08,0.1042820154910064,0.4640182805591999
453,-513.2613593914202,21000.0,7,0.14,0.10376060541355137,0.05320000000000001
454,-873.8763432647571,6000.0,2,0.04,0.1032418023864836,0.014400000000000003
455,21.065030122067697,36000.0,12,0.24,0.10272559337455119,0.08019764272217873
456,-721.0059523888219,9000.0,3,0.06,0.10221196540767843,0.0
457,-290.7840689919013,26000.0,8,0.16,0.10170090558064004,0.8214479632000662
458,-364.0701984265973,24000.0,8,0.16,0.10119240105273684,0.32265638866813545
459,-627.9700006728283,18000.0,6,0.12,0.10068643904747315,0.6694374288151317
460,-904.1999999999998,3000.0,1,0.02,0.10018300685223579,0.26906067608
461,-415.7999999999999,24000.0,7,0.14,0.0996820918179746,0.4710836644
462,-1006.9655500663653,12000.0,4,0.08,0.09918368135888474,0.0104
463,-633.6,18000.0,6,0.12,0.09868776295209031,0.6214607999999999
464,-791.7530301100091,21500.0,7,0.14,0.09819432413732986,0.3399739115130068
465,-311.1482147400363,44500.0,14,0.28,0.09770335251664321,0.680530180965203
466,-399.19999999999993,21500.0,7,0.14,0.09721483575406,0.8449241663620747
467,-340.20000000000005,26500.0,8,0.16,0.09672876157528969,0.7495446449773674
468,244.71082769339142,51500.0,17,0.34,0.09624511776741324,0.28547040918439553
469,-847.9999999999998,6000.0,2,0.04,0.09576389217857617,0.3161172
470,-138.7715097172471,36000.0,12,0.24,0.09528507271768329,0.2737712030872548
471,-459.25365186293016,37500.0,11,0.22,0.09480864735409487,1.0256053065503123
472,-557.5999999999999,27000.0,8,0.16,0.0943346041173244,0.23377944960300007
473,414.11875602030227,61500.0,20,0.4,0.09386293109673778,0.0636686828
474,-463.2027827121263,33000.0,11,0.22,0.09339361644125409,0.476511323813735
475,-252.5999999999998,31500.0,10,0.2,0.09292664835904782,0.48968009820680003
476,-322.0000000000009,21000.0,6,0.12,0.09246201511725258,0.58335531952
477,-676.4000000000002,20500.0,5,0.1,0.09199970504166631,0.5177739177698013
478,-731.4599413950865,12500.0,4,0.08,0.09153970651645797,0.19320000000000004
479,-666.3999999999999,9500.0,3,0.06,0.09108200798387568,0.3129212080392
480,-304.2402908643456,30000.0,10,0.2,0.0906265979439563,0.7977849916298454
481,-832.1608066057229,15000.0,5,0.1,0.09017346495423652,0.1180666152587952
482,-355.1999999999998,23500.0,7,0.14,0.08972259762946533,0.6468050520019604
483,-140.05538144635688,33000.0,11,0.22,0.089273984641318,0.6556365681934904
484,-380.88584723313267,25500.0,7,0.14,0.0888276147181114,1.0606511325817503
485,-346.79999999999995,30500.0,9,0.18,0.08838347664452084,0.9380588445244911
486,-512.4274301362337,17000.0,5,0.1,0.08794155926129824,0.2670764
487,-46.33922148032286,45000.0,13,0.26,0.08750185146499175,2.0082651368925264
488,-519.9010331803992,30000.0,9,0.18,0.08706434220766679,1.0526254135911568
489,-324.4,24000.0,8,0.16,0.08662902049662846,1.2254389749364534
490,-297.8563140017131,25000.0,8,0.16,0.08619587539414532,0.38792163944064084
491,-339.8852777006214,32000.0,10,0.2,0.08576489601717459,0.3193442543788892
492,-76.72929368522148,40000.0,13,0.26,0.08533607153708872,0.20403080000000004
493,-498.20000000000005,15000.0,5,0.1,0.08490939117940327,0.5703305642643601
494,-19.800000000000182,37000.0,11,0.22,0.08448484422350626,0.49733879370531214
495,-503.51033084086345,19000.0,6,0.12,0.08406242000238873,-0.3275426
496,-675.6929518287449,6000.0,2,0.04,0.08364210790237678,0.14555880000000002
497,-526.4815914224163,16500.0,5,0.1,0.0832238973628649,1.1688402125163855
498,-49.29950818011355,38000.0,12,0.24,0.08280777787605056,0.5247503455814648
499,-532.6000000000001,15000.0,5,0.1,0.08239373898667031,0.3417504404
500,108.1126314653776,39500.0,13,0.26,0.08198177029173696,0.29720472790826796
501,-580.0916949281,15000.0,5,0.1,0.08157186144027828,0.31102331726089477
502,-697.8055938266058,10000.0,3,0.06,0.0811640021330769,0.10719999999999998
503,-147.35103052960545,30000.0,10,0.2,0.08075818212241151,1.1502410742289029
504,-740.1999999999999,9000.0,3,0.06,0.08035439121179945,0.0084
505,-400.86807083258026,32500.0,9,0.18,0.07995261925574046,1.1847503088777827
506,-687.1330523852536,9000.0,3,0.06,0.07955285615946175,0.16242713420110072
507,298.79999999999995,64500.0,19,0.38,0.07915509187866444,2.166298550784904
508,-736.578083787419,28000.0,9,0.18,0.07875931641927113,1.7337071010481246
509,-539.4690242918467,18500.0,6,0.12,0.07836551983717477,0.1187988
510,-401.9114306356019,17000.0,5,0.1,0.07797369223798889,0.3756441479396399
511,-1213.0317713378204,21000.0,7,0.14,0.07758382377679894,0.391738155281261
512,-276.6974851966018,26500.0,8,0.16,0.07719590465791494,1.0265830648917318
513,-587.2000000000002,20000.0,6,0.12,0.07680992513462537,0.6716336993579999
514,-930.0,0.0,0,0.0,0.07642587550895225,0.284167037714521
515,-83.60000000000025,35000.0,10,0.2,0.07604374613140748,2.4995903285447802
516,-89.18050557285517,37500.0,12,0.24,0.07566352740075044,1.4989370890172256
517,-1089.9231865193744,3500.0,1,0.02,0.07528520976374668,0.14407879999999998
518,-401.32289227383353,20000.0,6,0.12,0.07490878371492794,0.3993672182445288
519,-836.6827901222276,19000.0,6,0.12,0.0745342397963533,0.7759348281694909
520,-707.9477917173028,12000.0,4,0.08,0.07416156859737154,0.3157082016
521,-384.80129373189925,27000.0,9,0.18,0.07379076075438468,0.0662288457184
522,34.399999999999636,42000.0,12,0.24,0.07342180695061275,0.77416214068252
523,-277.19243577240076,24500.0,8,0.16,0.07305469791585968,1.28233737862017
524,-629.8000000000001,9000.0,3,0.06,0.07268942442628039,0.0935952
525,-775.3702915760175,9000.0,3,0.06,0.07232597730414898,0.2231528
526,-269.25772703075893,24000.0,8,0.16,0.07196434741762824,1.1144068724644463
527,-301.80000000000007,25500.0,8,0.16,0.0716045256805401,0.688531622188799
528,-648.0476860087474,9000.0,3,0.06,0.0712465030521374,0.1730008
529,-583.6224149451036,21000.0,7,0.14,0.0708902705368767,0.695776139151533
530,-497.4000000000001,15000.0,5,0.1,0.07053581918419231,0.63280835983741
531,-402.40000000000026,18500.0,5,0.1,0.07018314008827135,0.7586126531639169
532,269.45040944197,39000.0,13,0.26,0.06983222438783,0.0012934234301148376
533,49.03671067517678,37500.0,12,0.24,0.06948306326589085,0.11684348080788041
534,-757.1999999999999,12000.0,4,0.08,0.0691356479495614,0.04783200000000001
535,-384.0264935860779,16500.0,5,0.1,0.06878996970981359,0.5886635241666726
536,-633.8,9000.0,3,0.06,0.06844601986126451,0.5806249335271454
537,-46.07645974023791,39500.0,13,0.26,0.06810378976195819,0.6786369704652929
538,107.20000000000027,42000.0,14,0.28,0.0677632708131484,0.7842436909339173
539,196.797235419794,46000.0,15,0.3,0.06742445445908266,0.8398036998444235
540,-223.17167255749928,32000.0,9,0.18,0.06708733218678724,0.6191247740064679
541,416.4,48000.0,16,0.32,0.0667518955258533,0.7106600912673909
542,232.6024772818481,49500.0,16,0.32,0.06641813604822402,1.2240527796269094
543,-148.91015257390086,32500.0,10,0.2,0.0660860453679829,1.1126155712354011
544,176.99999999999864,46500.0,14,0.28,0.06575561514114299,0.9433474805618447
545,-402.8000000000004,20000.0,6,0.12,0.06542683706543727,0.3940979972107895
546,421.5433188534887,46500.0,15,0.3,0.06509970288011008,0.866907271497289
547,-1025.938860251601,3000.0,1,0.02,0.06477420436570952,0.4358893536248404
548,-194.61978048885527,22500.0,7,0.14,0.06445033334388098,0.42629115602764245
549,-277.6000000000002,37500.0,11,0.22,0.06412808167716157,1.1779946163037243
550,-387.0000000000002,19500.0,6,0.12,0.06380744126877576,0.39825992435960006
551,350.80000000000007,46500.0,15,0.3,0.06348840406243188,0.9936266695862779
552,-809.4,3000.0,1,0.02,0.06317096204211972,0.2242405006718136
553,220.39999999999998,42000.0,14,0.28,0.06285510723190912,0.5007684563189818
554,-682.9410302481614,15000.0,5,0.1,0.06254083169574957,0.0467552004
555,-48.09802910870883,36000.0,12,0.24,0.062228127537270826,0.805983331509041
556,-705.0736044073527,13500.0,4,0.08,0.06191698689958447,0.712575635424519
557,260.7999999999994,48000.0,14,0.28,0.061607401965086545,1.7875668937172362
558,59.03971196383782,36000.0,12,0.24,0.06129936495526111,0.049237600400000005
559,-512.1999999999999,25500.0,8,0.16,0.0609928681304848,0.36982176173806136
560,-645.4,15000.0,5,0.1,0.060687903789832374,0.22730120040000001
561,-701.2,6000.0,2,0.04,0.06038446427088321,0.3770700028
562,-619.0497185270538,15000.0,5,0.1,0.06008254194952879,0.9930278887764823
563,-158.10807893350426,37000.0,12,0.24,0.05978212923978115,0.5678675181826793
564,119.2819934732803,42500.0,13,0.26,0.05948321859358224,1.167879508307788
565,228.3118319993847,45500.0,14,0.28,0.05918580250061433,1.2227191293225987
566,-730.0000000000001,6000.0,2,0.04,0.058889873488111255,0.19519025067980253
567,34.40000000000009,33500.0,11,0.22,0.058595424120670696,0.463111971919561
568,-986.5156443765034,3000.0,1,0.02,0.05830244700006734,-0.04
569,-1005.4979396719827,3000.0,1,0.02,0.058010934765067,0.16809080080000002
570,-870.3083195325116,11500.0,3,0.06,0.05772088009124167,0.5811578326478157
571,-505.47329440319163,21000.0,6,0.12,0.05743227569078546,0.6494117631862835
572,-599.0000000000001,9000.0,3,0.06,0.05714511431233153,0.5505845621202932
573,-854.3102854669166,3000.0,1,0.02,0.05685938874076987,0.042
574,-691.6,12000.0,4,0.08,0.056575091797066025,0.3807911211999999
575,-389.6704196483997,21000.0,7,0.14,0.056292216338080694,0.3072102914350412
576,-603.6000000000001,12000.0,4,0.08,0.05601075525639029,0.54514993210696
577,-428.60000000000014,19000.0,5,0.1,0.05573070148010834,0.4375242839708557
578,-882.1409751314773,0.0,0,0.0,0.0554520479727078,0.028423214012624723
579,-260.1999999999998,24500.0,8,0.16,0.05517478773284426,0.664765283809186
580,-373.8000000000001,22000.0,7,0.14,0.05489891379418004,0.5664781792025058
581,17.21526145036387,45500.0,12,0.24,0.05462441922520914,1.1236460806727933
582,-697.6,12000.0,4,0.08,0.0543512971290831,0.43941664680000003
583,-658.1999999999999,9000.0,3,0.06,0.05407954064343768,0.0
584,-489.4285243269542,24000.0,8,0.16,0.05380914294022049,0.2524902072
585,-841.0395069929225,6500.0,2,0.04,0.05354009722551939,0.11331150681332737
586,-1012.8932775786682,6500.0,2,0.04,0.05327239673939179,1.0734042540471764
587,-535.3571299813414,24000.0,8,0.16,0.053006034755694834,1.0098201296278106
588,-354.87858366926673,21000.0,7,0.14,0.052741004581916356,0.568896398520407
589,-403.5262569048707,24000.0,8,0.16,0.052477299559006776,0.6321230094836602
590,-700.8036682135388,18500.0,6,0.12,0.052214913061211746,0.9954814698109524
591,-485.3422767903595,12000.0,4,0.08,0.05195383849590569,0.6661904130919204
592,-298.60000000000014,21000.0,7,0.14,0.05169406930342616,0.9910324375339815
593,-38.38990971727242,41500.0,13,0.26,0.05143559895690903,1.3794999414202789
594,-356.80000000000103,19000.0,6,0.12,0.051178420962124486,0.7443276087481321
595,-1077.1252180210486,6000.0,2,0.04,0.05092252885731386,0.3039441365170006
596,-416.2000000000004,15000.0,5,0.1,0.05066791621302729,0.0816
597,-608.0000000000001,6000.0,2,0.04,0.05041457663196215,0.13474788932759413
598,101.39999999999986,39500.0,12,0.24,0.050162503748802344,1.9392292343773803
599,-163.75065307006838,27500.0,8,0.16,0.049911691230058335,1.5904573401803972
600,548.0994638626664,60000.0,19,0.38,0.04966213277390804,1.4291441860847471
601,-308.96375425702035,26500.0,8,0.16,0.0494138221100385,1.182595116343259
602,-931.6341150449996,3000.0,1,0.02,0.04916675299948831,0.8362314143211828
603,-293.40000000000055,31500.0,8,0.16,0.04892091923449087,0.6313910035237523
604,-210.00000000000057,26000.0,8,0.16,0.04867631463831842,0.6136742267931211
605,-434.60000000000014,18000.0,5,0.1,0.048432933065126825,0.6326533028930325
606,-465.2000000000003,12000.0,4,0.08,0.048190768399801194,0.391933894
607,-274.5356395939514,27500.0,9,0.18,0.04794981455780219,1.490295004251138
608,398.6780572457565,54500.0,17,0.34,0.04771006548501318,1.2288772939024852
609,-272.4188348789944,28500.0,9,0.18,0.047471515157588115,1.2686512788310307
610,-857.938976435019,3000.0,1,0.02,0.047234157581800176,0.0808
611,-317.6000000000009,19000.0,6,0.12,0.046997986793891174,0.4581789216
612,-324.75963351178933,25500.0,8,0.16,0.04676299685992172,1.0126323475067172
613,-706.4000000000002,8000.0,2,0.04,0.04652918187562211,0.568437433553105
614,109.57497971443081,40500.0,13,0.26,0.046296535966244,1.2238484005099584
615,-772.8344345410175,9000.0,3,0.06,0.046065053286412784,0.27026052148
616,-740.8,6000.0,2,0.04,0.04583472801998072,0.0944
617,165.93238548955026,40500.0,12,0.24,0.045605554379880814,2.6912580573255718
618,-762.8880088726338,3000.0,1,0.02,0.04537752660798141,0.25297891213119994
619,44.37414828506155,33000.0,11,0.22,0.0451506389749415,0.23329402031476043
620,-341.4813621985541,24500.0,8,0.16,0.044924885780066794,0.46914743470564885
621,-151.2000000000005,24000.0,8,0.16,0.04470026135116646,0.004800000000000001
622,114.59999999999877,39500.0,12,0.24,0.04447676004441063,1.0622533414316901
623,-365.8758186706664,27500.0,9,0.18,0.04425437624418858,1.1967917993858281
624,-748.8334258499423,6000.0,2,0.04,0.04403310436296763,0.2953312488236
625,-272.60000000000036,21000.0,7,0.14,0.043812938841152796,0.1374620836
626,-568.5906329491308,15000.0,5,0.1,0.04359387414694703,0.2389346930856157
627,147.51439956737727,41000.0,12,0.24,0.043375904776212296,2.5858383430837493
628,69.99999999999886,38000.0,12,0.24,0.043159025252331236,2.638359607835994
629,-553.6000000000001,9500.0,3,0.06,0.04294323012606958,0.6703280745428438
630,-455.2000000000005,18000.0,6,0.12,0.04272851397543923,0.19392408321580004
631,-739.8000000000001,3000.0,1,0.02,0.04251487140556204,0.17203764040000002
632,-264.99999999999966,30000.0,9,0.18,0.04230229704853423,1.0251928138350423
633,-354.0000000000004,18000.0,6,0.12,0.04209078556329156,0.16822104000000004
634,-529.0000000000001,16000.0,5,0.1,0.0418803316354751,0.9985814166666178
635,-571.3112877450611,9000.0,3,0.06,0.041670929977297724,0.0
636,-476.6,17000.0,5,0.1,0.04146257532741124,0.986240325086144
637,-496.04943107720624,12000.0,4,0.08,0.04125526245077418,0.17235399999999998
638,-518.5197785920668,18000.0,6,0.12,0.04104898613852031,0.9285560169456473
639,-456.429306780996,22000.0,7,0.14,0.04084374120782771,0.11378221278692001
640,-289.2000000000001,25000.0,8,0.16,0.04063952250178857,1.3266249295180728
641,-680.2863064239718,6000.0,2,0.04,0.04043632488927963,0.0444
642,-196.99446732490537,30000.0,8,0.16,0.04023414326483323,2.1199813376302874
643,-481.5531091995533,18000.0,6,0.12,0.040032972548509065,0.16975017889996072
644,-879.4000000000001,9000.0,3,0.06,0.03983280768576652,0.36786938663106
645,-535.260137916089,25000.0,8,0.16,0.03963364364733769,0.7197180718357692
646,161.00000000000057,42000.0,13,0.26,0.039435475429100995,0.4935154030973476
647,-311.6000000000007,18000.0,6,0.12,0.03923829805195549,1.1189282662592321
648,-161.7723946331621,31500.0,9,0.18,0.03904210656169572,2.7779411651313426
649,-722.0059789150781,14000.0,4,0.08,0.03884689602888724,0.22936163041199262
650,-761.6,6000.0,2,0.04,0.0386526615487428,0.31392302410388173
651,-209.28694638591378,33000.0,9,0.18,0.03845939824099909,1.5876260483965143
652,196.8276077475458,51500.0,16,0.32,0.03826710124979409,2.6115493332115056
653,-258.7402384610649,30000.0,9,0.18,0.038075765743545126,1.9300149661697226
654,107.388087541858,43000.0,14,0.28,0.0378853869148274,1.2838295158062834
655,-651.6,18000.0,6,0.12,0.03769595998025326,0.24572371137599996
656,-366.48160737819114,19000.0,6,0.12,0.03750748018035199,0.5424593115774412
657,-185.58165333426172,27500.0,9,0.18,0.037319942779450235,0.7956041980615675
658,-524.7588606645184,30000.0,9,0.18,0.037133343065552986,0.6047588025685146
659,186.3325898439865,42500.0,14,0.28,0.03694767635022522,1.7457305085292052
660,-832.1112941640594,6000.0,2,0.04,0.036762937968474095,0.07721185173705336
661,61.19999999999936,45500.0,13,0.26,0.03657912327863173,3.2920011013433843
662,-792.1173612849292,6000.0,2,0.04,0.036396227662238566,0.13712629837589105
663,-562.9648915202055,15000.0,5,0.1,0.03621424652392737,0.23381248559184578
664,-478.6730626755596,30000.0,10,0.2,0.036033175291307735,1.9058945589116365
665,-712.6,3000.0,1,0.02,0.03585300941485119,0.0
666,-198.8,29500.0,9,0.18,0.035673744367776934,1.495407434187053
667,289.80000000000007,45500.0,14,0.28,0.03549537564593805,3.0881955141807635
668,-253.32048236985594,28000.0,9,0.18,0.035317898767708356,0.8704684866106289
669,-401.8000000000003,21500.0,6,0.12,0.03514130927386981,0.7514216696890115
670,401.9999999999991,51000.0,16,0.32,0.03496560272750046,1.5128346920852003
671,-458.96571604758776,16000.0,5,0.1,0.03479077471386296,0.40482201827880004
672,-427.00000000000006,15000.0,5,0.1,0.03461682084029365,0.2411824
673,-322.1955391409785,21500.0,7,0.14,0.034443736736092176,0.3100390724411166
674,-601.3601223600826,14500.0,4,0.08,0.034271518052411715,0.36122280783745636
675,-691.0243651254451,6000.0,2,0.04,0.034100160462149656,0.5377476157820965
676,-513.0000000000007,9000.0,3,0.06,0.03392965965983891,0.045519240400000015
677,-450.4217659381675,12000.0,4,0.08,0.033760011361539714,0.1411316004
678,-151.44863366385806,30000.0,10,0.2,0.03359121130473201,1.1963581612546026
679,128.35918538403018,43000.0,12,0.24,0.033423255248208356,3.218958596735716
680,466.5905742308711,60500.0,19,0.38,0.03325613897196732,1.4141556892517222
681,-161.20000000000073,27000.0,8,0.16,0.03308985827710748,0.7681636091960411
682,-346.46363674984525,21500.0,7,0.14,0.032924408985721944,0.8623186270084449
683,124.20000000000005,40000.0,11,0.22,0.03275978694079333,0.9861003731243099
684,-57.67853377453366,30000.0,10,0.2,0.032595988006089364,0.6524359710941805
685,-196.99999999999994,30500.0,8,0.16,0.032433008066058915,2.46839302659418
686,-452.6000000000005,13500.0,4,0.08,0.03227084302572862,0.2720347212781886
687,-1.0000000000002274,35000.0,11,0.22,0.032109488810599975,1.9472799778530876
688,-129.7960939140662,30000.0,10,0.2,0.031948941366546975,0.6056343626972939
689,-711.0000000000001,3000.0,1,0.02,0.03178919665971424,0.22143004519959997
690,-2.8000000000006366,34500.0,11,0.22,0.03163025067641567,0.38748664614455025
691,-409.80000000000007,18500.0,6,0.12,0.03147209942303359,0.5784133947500121
692,212.46055023626974,48500.0,13,0.26,0.03131473892591842,3.4748309963081128
693,-698.120767639567,15000.0,5,0.1,0.031158165231288826,0.9129916657175765
694,-151.40000000000055,24500.0,8,0.16,0.03100237440513238,0.3398264055992
695,-432.40000000000043,12000.0,4,0.08,0.030847362533106718,0.0044
696,-666.0748842940341,6000.0,2,0.04,0.030693125720441184,0.4356630579062539
697,10.400000000000205,30500.0,9,0.18,0.030539660091838977,0.5532569188959535
698,-269.27676482065897,21000.0,7,0.14,0.03038696179137978,0.6633841305667321
699,-258.1999999999999,29000.0,9,0.18,0.030235026982422884,1.293998700092943
700,-180.40000000000043,24000.0,8,0.16,0.030083851847510768,0.138879002
701,-163.80000000000103,23000.0,7,0.14,0.029933432588273214,0.6815819821279621
702,-121.43592529175368,36000.0,12,0.24,0.029783765425331846,1.8090219518961583
703,-40.12549976190439,33000.0,10,0.2,0.029634846598205186,0.5976446479445182
704,-111.80000000000013,28000.0,9,0.18,0.02948667236521416,0.35024232779280007
705,-323.6534840558805,20500.0,6,0.12,0.029339239003388088,1.4766167878328675
706,291.4014179605184,48000.0,14,0.28,0.029192542808371146,3.5872224952970093
707,-180.496196663903,25500.0,8,0.16,0.02904658009432929,1.0384861489311357
708,-257.8186118557053,28500.0,9,0.18,0.028901347193857643,3.4615817444299712
709,-650.0000000000001,6000.0,2,0.04,0.028756840457888354,0.377563684046496
710,173.456306088754,42000.0,14,0.28,0.02861305625559891,0.6335275256490618
711,-271.7999999999999,21000.0,7,0.14,0.028469990974320916,0.6019345683849204
712,-183.40677649919746,25500.0,8,0.16,0.02832764101944931,1.144542760691575
713,-656.1946986477328,9000.0,3,0.06,0.028186002814352063,0.5751021605225599
714,-365.530695810084,24000.0,8,0.16,0.0280450728002803,1.2188810957877463
715,-675.8000000000001,3000.0,1,0.02,0.0279048474362789,0.22274956591999998
716,-362.54649793590164,24500.0,8,0.16,0.027765323199097504,0.836879960542676
717,-573.3052514650132,9000.0,3,0.06,0.027626496583102015,0.28985024555960004
718,-721.501132655926,15000.0,5,0.1,0.027488364100186506,0.1757808970268732
719,-353.12606819920194,21000.0,7,0.14,0.027350922279685573,1.0234374045998538
720,-325.39999999999986,27000.0,9,0.18,0.027214167668287145,0.4576878733501456
721,-235.19999999999987,26000.0,8,0.16,0.02707809682994571,0.9963031331950336
