episode,reward,revenue,rooms_sold,occupancy_rate,epsilon,average_q,loss
583,-804.0,8000.0,2,0.04,0.05380914294022049,-75.99913110733033,309.7752362060547
584,-289.42852432695423,24000.0,8,0.16,0.05354009722551939,-122.70158875465393,284.55460609436034
585,-886.039506992922,6000.0,2,0.04,0.05327239673939179,-138.3159581375122,276.87919773101805
586,-338.5999999999995,22000.0,7,0.14,0.053006034755694834,-54.914853744506836,311.2259069442749
587,-444.1904820010876,28500.0,9,0.18,0.052741004581916356,-49.50514256000519,284.3276700592041
588,-412.6596322734857,22000.0,6,0.12,0.052477299559006776,-52.68042385101318,280.46656436920165
589,-123.00000000000028,34000.0,9,0.18,0.052214913061211746,-19.03596031188965,287.98162616729735
590,-283.02691585648574,27000.0,9,0.18,0.05195383849590569,-102.70506301403046,276.2906320953369
591,-582.5999999999999,12500.0,4,0.08,0.05169406930342616,-126.90683715581893,286.60806762695313
592,-422.470082620775,26000.0,7,0.14,0.05143559895690903,-61.91869306564331,281.62362716674807
593,64.61335839018273,43000.0,14,0.28,0.051178420962124486,-89.18399003744125,300.0529150390625
594,-226.80000000000143,22000.0,6,0.12,0.05092252885731386,-25.583831193447114,276.90978061676026
595,-833.2001886062707,12500.0,4,0.08,0.05066791621302729,-215.33562335968017,271.4601336669922
596,-407.5860171054535,18000.0,5,0.1,0.05041457663196215,-91.74375758171081,279.8414694976807
597,-1031.934465323587,0.0,0,0.0,0.050162503748802344,-205.81604286789894,260.69437784194946
598,121.92185958256562,46000.0,12,0.24,0.049911691230058335,1.587425365447998,262.323375415802
599,-112.09339467879022,29500.0,9,0.18,0.04966213277390804,-47.361507167816164,296.3566088104248
600,557.3911918270649,65500.0,18,0.36,0.0494138221100385,-9.786992387771607,267.82528415679934
